average,bypass,deaths,density,injuries,location,outlier_mask,yield
476762.5,0,313300,13000,344020,"Zhanjiang, GD China  ",FALSE,100
476762.5,0,8350,13000,29320,Lilongwe Malawi  ,FALSE,100
476762.5,0,261380,13000,230770,Pereira Colombia  ,FALSE,100
655910.8125,0,261790,14000,688920,Lagos Nigeria  ,FALSE,100
655910.8125,0,208280,14000,483930,"Jamshedpur, JH India  ",FALSE,100
655910.8125,0,23060,14000,79580,Khulna Bangladesh  ,FALSE,100
655910.8125,0,649980,14000,735520,Douala Cameroon  ,FALSE,100
655910.8125,0,98380,14000,438630,"Thiruvananthapuram, KL India  ",FALSE,100
655910.8125,0,136370,14000,149230,"Deyang, SC China  ",FALSE,100
655910.8125,0,291220,14000,358570,Sargodha Pakistan  ,FALSE,100
0,1,560,14000,2710,Al-Hasakah Syria  ,TRUE,100
655910.8125,0,278570,14000,274920,"Jiamusi, HL China  ",FALSE,100
655910.8125,0,146730,14000,227060,"Chifeng, NM China  ",FALSE,100
655910.8125,0,326640,14000,678080,"Vadodara, GJ India  ",FALSE,100
0,1,10510,14000,30910,"Wanzhou, CQ China  ",FALSE,100
655910.8125,0,149120,14000,153060,Djibouti Djibouti  ,FALSE,100
655910.8125,0,80280,14000,46870,"Yichun, HL China  ",FALSE,100
655910.8125,0,88050,14000,116360,"Lufeng (Shanwei), GD China  ",FALSE,100
0,1,620,14000,2440,Zamboanga Philippines  ,FALSE,100
655910.8125,0,606840,14000,982050,Damascus Syria  ,FALSE,100
0,1,8690,14000,34440,Kano Nigeria  ,FALSE,100
655910.8125,0,349820,14000,547290,"Bhubaneswar, OR India  ",FALSE,100
655910.8125,0,561270,14000,777580,Yaounde Cameroon  ,FALSE,100
655910.8125,0,427610,14000,520610,Marrakech Morocco  ,FALSE,100
0,1,16440,14000,55460,Da Nang Vietnam ,FALSE,100
0,1,3460,14000,20350,Mandalay Myanmar  ,FALSE,100
655910.8125,0,161750,14000,214310,"Jhansi, UP India  ",FALSE,100
655910.8125,0,279070,14000,425760,"Gorakhpur, UP India  ",FALSE,100
655910.8125,0,127560,14000,239030,Bogra Bangladesh  ,FALSE,100
655910.8125,0,193520,14000,372060,"Cuttack, OR India  ",FALSE,100
655910.8125,0,181870,14000,234960,"Jamnagar, GJ India  ",FALSE,100
655910.8125,0,501210,14000,402170,Fez Morocco  ,FALSE,100
655910.8125,0,188030,14000,278290,"Belgaum, KA India  ",FALSE,100
865174.8125,0,109550,15000,131810,"Fuzhou, JX China  ",FALSE,100
865174.8125,0,82400,15000,155370,"Huai'an, JS China  ",FALSE,100
865174.8125,0,74660,15000,287630,Port Harcourt Nigeria  ,FALSE,100
865174.8125,0,491060,15000,895510,"Agra, UP India  ",FALSE,100
865174.8125,0,425690,15000,676390,Peshawar Pakistan  ,FALSE,100
865174.8125,0,649980,15000,735520,Douala Cameroon  ,FALSE,100
865174.8125,0,136370,15000,149230,"Deyang, SC China  ",FALSE,100
865174.8125,0,501210,15000,402170,Fez Morocco  ,TRUE,100
865174.8125,0,427610,15000,520610,Marrakech Morocco  ,FALSE,100
0,1,96490,15000,192150,"Luohe, HEN China  ",FALSE,100
865174.8125,0,231100,15000,305040,"Amravati, MH India  ",FALSE,100
0,1,16440,15000,55460,Da Nang Vietnam  ,FALSE,100
0,1,620,15000,2440,Zamboanga Philippines  ,FALSE,100
865174.8125,0,240580,15000,282780,Bahawalpur Pakistan  ,FALSE,100
865174.8125,0,849500,15000,2190860,Manila Philippines  ,FALSE,100
865174.8125,0,660720,15000,1035030,Medellín Colombia  ,FALSE,100
0,1,320870,15000,491420,"Guwahati, AS India  ",FALSE,100
865174.8125,0,304810,15000,545820,"Nashik, MH India  ",FALSE,100
865174.8125,0,475840,15000,762210,"Bhiwandi, MH India  ",FALSE,100
865174.8125,0,651710,15000,1235700,Coast Abidjan Ivory  ,FALSE,100
0,1,2350,15000,23720,"Gulbarga, KA India  ",FALSE,100
865174.8125,0,146730,15000,227060,"Chifeng, NM China  ",FALSE,100
865174.8125,0,267530,15000,589200,"Varanasi, UP India  ",FALSE,100
865174.8125,0,23060,15000,79580,Khulna Bangladesh  ,FALSE,100
865174.8125,0,277920,15000,324320,Al Mansurah Egypt  ,FALSE,100
865174.8125,0,326640,15000,678080,"Vadodara, GJ India  ",FALSE,100
865174.8125,0,115550,15000,199140,"Nellore, AP India  ",FALSE,100
865174.8125,0,47910,15000,300930,Hai Phong Vietnam  ,FALSE,100
865174.8125,0,261790,15000,688920,Lagos Nigeria  ,FALSE,100
865174.8125,0,193330,15000,257210,Samarinda Indonesia  ,FALSE,100
